date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
2021-03-22T00:00:00Z,2.99E+07,51436,53727.286,543558,721,1018.143,90259.203,155.395,162.317,1642.156,2.178,3.076,1.03,8346,25.214,33725,101.887,,,,99.806,973449,3.73E+08,1126.392,2.941,1214788,3.67,0.045,22.2,tests performed,1.27E+08,8.28E+07,4.49E+07,2028324,2489697,37.83,24.75,13.43,7444,66.2,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-03-23T00:00:00Z,2.99E+07,53688,53681.571,544433,875,974.571,90421.401,162.198,162.179,1644.8,2.643,2.944,1.06,8377,25.308,33979,102.655,,,,99.806,1528130,3.74E+08,1131.009,4.617,1219377,3.684,0.046,21.7,tests performed,1.28E+08,8.39E+07,4.55E+07,1707293,2497025,38.34,25.1,13.61,7466,61.57,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-03-24T00:00:00Z,3.00E+07,86938,57632.714,545943,1510,1015.143,90684.051,262.65,174.116,1649.361,4.562,3.067,1.1,8488,25.643,34353,103.785,,,,99.806,1655210,3.76E+08,1136.009,5.001,1225063,3.701,0.046,21.7,tests performed,1.30E+08,8.55E+07,4.64E+07,2256824,2490889,39.01,25.56,13.86,7448,61.57,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-03-25T00:00:00Z,3.01E+07,67546,58657.143,547344,1401,980.143,90888.116,204.065,177.21,1653.594,4.233,2.961,1.09,8336,25.184,34348,103.77,,,,99.806,1443766,3.77E+08,1140.371,4.362,1220833,3.688,0.047,21.3,tests performed,1.33E+08,8.73E+07,4.74E+07,2831442,2510755,39.86,26.12,14.18,7507,61.57,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-03-26T00:00:00Z,3.02E+07,77377,60903.714,548495,1151,983.571,91121.882,233.766,183.998,1657.071,3.477,2.971,1.09,8327,25.157,34618,104.585,,,,99.806,1371492,3.79E+08,1144.514,4.143,1224962,3.701,0.049,20.4,tests performed,1.37E+08,8.96E+07,4.87E+07,3379393,2624410,40.87,26.78,14.56,7847,61.57,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-03-27T00:00:00Z,3.02E+07,62842,61949.857,549290,795,991.571,91311.735,189.853,187.158,1659.473,2.402,2.996,1.08,8199,24.77,33930,102.507,,,,99.806,998053,3.80E+08,1147.53,3.015,1226212,3.705,0.049,20.4,tests performed,1.40E+08,9.17E+07,5.01E+07,3496047,2677034,41.91,27.42,14.99,8004,61.57,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-03-28T00:00:00Z,3.03E+07,43223,63292.857,549815,525,996.857,91442.317,130.582,191.216,1661.059,1.586,3.012,1.08,8357,25.248,34447,104.069,,,35037,105.851,622600,3.80E+08,1149.411,1.881,1227529,3.709,0.05,20,tests performed,1.43E+08,9.36E+07,5.16E+07,3281956,2711611,42.9,28,15.43,8108,61.57,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,5.44
2021-03-29T00:00:00Z,3.03E+07,69273,65841,550522,707,994.857,91651.599,209.282,198.914,1663.195,2.136,3.006,1.07,8437,25.489,35010,105.77,,,,105.851,1005731,3.81E+08,1152.449,3.038,1232140,3.722,0.051,19.6,tests performed,1.46E+08,9.50E+07,5.26E+07,2350144,2757586,43.6,28.41,15.73,8245,58.8,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-03-30T00:00:00Z,3.04E+07,61429,66946.857,551406,884,996.143,91837.184,185.585,202.255,1665.866,2.671,3.009,1.06,8572,25.897,35406,106.966,,,,105.851,1530421,3.83E+08,1157.073,4.624,1232468,3.723,0.051,19.6,tests performed,1.48E+08,9.60E+07,5.34E+07,1789510,2769331,44.13,28.72,15.97,8280,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-03-31T00:00:00Z,3.05E+07,66765,64065,552482,1076,934.143,92038.889,201.705,193.548,1669.117,3.251,2.822,1.04,8502,25.686,35554,107.413,,,,105.851,1578000,3.85E+08,1161.84,4.767,1221438,3.69,0.052,19.2,tests performed,1.50E+08,9.76E+07,5.46E+07,2670947,2828491,44.93,29.18,16.33,8457,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-04-01T00:00:00Z,3.05E+07,79119,65718.286,553559,1077,887.857,92277.918,239.028,198.543,1672.37,3.254,2.682,1.05,8472,25.595,35559,107.428,,,,105.851,1439250,3.86E+08,1166.188,4.348,1220792,3.688,0.053,18.9,tests performed,1.54E+08,9.96E+07,5.61E+07,3358112,2903730,45.94,29.77,16.77,8682,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-04-02T00:00:00Z,3.06E+07,69887,64648.286,554513,954,859.714,92489.055,211.137,195.31,1675.252,2.882,2.597,1.04,8469,25.586,35599,107.549,,,,105.851,1341351,3.87E+08,1170.24,4.052,1216487,3.675,0.053,18.9,tests performed,1.58E+08,1.02E+08,5.80E+07,3975059,2988825,47.13,30.44,17.34,8937,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-04-03T00:00:00Z,3.07E+07,63261,64708.143,555263,750,853.286,92680.174,191.119,195.491,1677.518,2.266,2.578,1.04,8544,25.812,35184,106.295,,,,105.851,968603,3.88E+08,1173.167,2.926,1212279,3.662,0.053,18.9,tests performed,1.62E+08,1.04E+08,5.99E+07,4081959,3072527,48.35,31.16,17.9,9187,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-04-04T00:00:00Z,3.07E+07,35133,63552.429,555560,297,820.714,92786.315,106.141,192,1678.416,0.897,2.479,1.04,8608,26.006,35667,107.754,,,36173,109.283,563355,3.89E+08,1174.869,1.702,1203816,3.637,0.052,19.2,tests performed,1.65E+08,1.06E+08,6.14E+07,3365324,3084436,49.35,31.76,18.36,9223,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,3.25
2021-04-05T00:00:00Z,3.08E+07,77404,64714,556066,506,792,93020.162,233.847,195.509,1679.944,1.529,2.393,1.05,8851,26.74,36618,110.628,,,,109.283,945948,3.90E+08,1177.727,2.858,1195275,3.611,0.053,18.9,tests performed,1.67E+08,1.08E+08,6.24E+07,2134049,3053566,49.99,32.15,18.66,9130,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-04-06T00:00:00Z,3.09E+07,60674,64606.143,556926,860,788.571,93203.466,183.304,195.183,1682.542,2.598,2.382,1.05,9012,27.226,37544,113.425,,,,109.283,1548735,3.91E+08,1182.405,4.679,1197892,3.619,0.053,18.9,tests performed,1.69E+08,1.08E+08,6.30E+07,1404280,2998533,50.41,32.38,18.84,8966,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-04-07T00:00:00Z,3.09E+07,75021,65785.571,559519,2593,1005.286,93430.114,226.648,198.746,1690.376,7.834,3.037,1.05,9025,27.266,37741,114.02,,,,109.283,1662870,3.93E+08,1187.429,5.024,1210016,3.656,0.053,18.9,tests performed,1.71E+08,1.10E+08,6.44E+07,2884580,3029052,51.27,32.89,19.26,9057,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-04-08T00:00:00Z,3.10E+07,79894,65896.286,560546,1027,998.143,93671.484,241.37,199.081,1693.479,3.103,3.016,1.06,9195,27.779,37947,114.643,,,,109.283,1510780,3.95E+08,1191.993,4.564,1220235,3.686,0.053,18.9,tests performed,1.75E+08,1.12E+08,6.62E+07,3403061,3035473,52.29,33.5,19.8,9076,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-04-09T00:00:00Z,3.11E+07,82710,67728.143,561437,891,989.143,93921.361,249.877,204.615,1696.171,2.692,2.988,1.06,9146,27.631,37846,114.337,,,,109.283,1446737,3.96E+08,1196.364,4.371,1235290,3.732,0.053,18.9,tests performed,1.79E+08,1.14E+08,6.82E+07,3958065,3033045,53.47,34.22,20.39,9069,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-04-10T00:00:00Z,3.12E+07,66687,68217.571,562149,712,983.714,94122.83,201.47,206.094,1698.322,2.151,2.972,1.05,9130,27.583,37539,113.41,,,,109.283,1009024,3.97E+08,1199.413,3.048,1241064,3.749,0.053,18.9,tests performed,1.83E+08,1.17E+08,7.07E+07,4629928,3111327,54.86,35.03,21.14,9303,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-04-11T00:00:00Z,3.12E+07,46509,69842.714,562454,305,984.857,94263.34,140.509,211.003,1699.243,0.921,2.975,1.05,9248,27.939,38087,115.066,,,39219,118.485,643033,3.98E+08,1201.355,1.943,1252447,3.784,0.054,18.5,tests performed,1.87E+08,1.19E+08,7.26E+07,3579422,3141912,55.93,35.65,21.72,9394,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,6.71
2021-04-12T00:00:00Z,3.13E+07,70075,68795.714,562929,475,980.429,94475.045,211.705,207.84,1700.678,1.435,2.962,1.04,9455,28.565,38924,117.594,,,,118.485,1050010,3.99E+08,1204.528,3.172,1267313,3.829,0.053,18.9,tests performed,1.90E+08,1.21E+08,7.41E+07,2644914,3214893,56.72,36.13,22.15,9613,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-04-13T00:00:00Z,3.13E+07,77966,71266,563762,833,976.571,94710.59,235.545,215.303,1703.195,2.517,2.95,1.03,9540,28.822,39199,118.425,,,,118.485,1606756,4.00E+08,1209.382,4.854,1275601,3.854,0.054,18.5,tests performed,1.92E+08,1.22E+08,7.53E+07,2590736,3384387,57.49,36.57,22.52,10120,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-04-14T00:00:00Z,3.14E+07,75403,71320.571,564716,954,742.429,94938.392,227.802,215.468,1706.077,2.882,2.243,1.01,9588,28.967,39464,119.226,,,,118.485,1667886,4.02E+08,1214.421,5.039,1276318,3.856,0.054,18.5,tests performed,1.95E+08,1.24E+08,7.67E+07,2509055,3330740,58.24,37.05,22.93,9959,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-04-15T00:00:00Z,3.15E+07,74308,70522.571,565620,904,724.857,95162.886,224.494,213.057,1708.808,2.731,2.19,0.99,9480,28.64,39183,118.377,,,,118.485,1477543,4.03E+08,1218.884,4.464,1271570,3.842,0.054,18.5,tests performed,1.98E+08,1.26E+08,7.85E+07,3525204,3348189,59.3,37.62,23.47,10011,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-04-16T00:00:00Z,3.16E+07,80071,70145.571,566498,878,723,95404.79,241.904,211.918,1711.461,2.653,2.184,0.97,9533,28.8,39407,119.053,,,,118.485,1448275,4.05E+08,1223.26,4.375,1271790,3.842,0.053,18.9,tests performed,2.02E+08,1.28E+08,8.06E+07,3965883,3349306,60.48,38.2,24.1,10015,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-04-17T00:00:00Z,3.16E+07,52532,68123.429,567198,700,721.286,95563.496,158.706,205.809,1713.575,2.115,2.179,0.95,9553,28.861,39006,117.842,,,,118.485,1005457,4.06E+08,1226.297,3.038,1271280,3.841,0.053,18.9,tests performed,2.06E+08,1.29E+08,8.25E+07,3588990,3200601,61.56,38.72,24.66,9570,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-04-18T00:00:00Z,3.17E+07,42121,67496.571,567535,337,725.857,95690.748,127.253,203.916,1714.594,1.018,2.193,0.95,9634,29.106,39458,119.208,,,39943,120.673,611177,4.07E+08,1228.144,1.846,1266729,3.827,0.053,18.9,tests performed,2.09E+08,1.31E+08,8.43E+07,3534901,3194240,62.61,39.24,25.2,9551,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,3.91
2021-04-19T00:00:00Z,3.17E+07,68105,67215.143,568035,500,729.429,95896.502,205.754,203.065,1716.104,1.511,2.204,0.94,9831,29.701,40209,121.476,,,,120.673,1014311,4.08E+08,1231.208,3.064,1261629,3.812,0.051,19.6,tests performed,2.12E+08,1.32E+08,8.54E+07,2174495,3127038,63.26,39.56,25.52,9350,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-04-20T00:00:00Z,3.18E+07,60949,64784.143,568877,842,730.714,96080.636,184.134,195.721,1718.648,2.544,2.208,0.92,9920,29.97,40204,121.461,,,,120.673,1564075,4.09E+08,1235.934,4.725,1255532,3.793,0.05,20,tests performed,2.13E+08,1.33E+08,8.62E+07,1806929,3015065,63.8,39.85,25.78,9015,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-04-21T00:00:00Z,3.19E+07,62855,62991.571,569737,860,717.286,96270.529,189.893,190.305,1721.246,2.598,2.167,0.91,9921,29.973,40045,120.981,,,,120.673,1648096,4.11E+08,1240.913,4.979,1252705,3.785,0.049,20.4,tests performed,2.16E+08,1.34E+08,8.76E+07,2563671,3022868,64.57,40.2,26.19,9039,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-04-22T00:00:00Z,3.19E+07,67278,61987.286,570706,969,726.571,96473.784,203.255,187.271,1724.174,2.927,2.195,0.89,9847,29.749,39192,118.404,,,,120.673,1490286,4.12E+08,1245.415,4.502,1254525,3.79,0.047,21.3,tests performed,2.19E+08,1.36E+08,8.92E+07,2995734,2947229,65.47,40.6,26.68,8812,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-04-23T00:00:00Z,3.20E+07,62411,59464.429,571483,777,712.143,96662.336,188.551,179.649,1726.521,2.347,2.151,0.88,9709,29.332,38550,116.464,,,,120.673,1406284,4.14E+08,1249.664,4.249,1248527,3.772,0.046,21.7,tests performed,2.22E+08,1.37E+08,9.12E+07,3374587,2862758,66.48,41.03,27.26,8560,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-04-24T00:00:00Z,3.20E+07,53495,59602,572234,751,719.429,96823.951,161.615,180.065,1728.79,2.269,2.173,0.88,9576,28.93,37355,112.854,,,,120.673,992208,4.15E+08,1252.661,2.998,1246634,3.766,0.044,22.7,tests performed,2.26E+08,1.39E+08,9.31E+07,3318230,2824078,67.47,41.46,27.83,8444,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-04-25T00:00:00Z,3.21E+07,32153,58178,572527,293,713.143,96921.089,97.138,175.763,1729.675,0.885,2.154,0.87,9550,28.852,37130,112.174,,,37177,112.316,588584,4.15E+08,1254.439,1.778,1243406,3.756,0.043,23.3,tests performed,2.29E+08,1.40E+08,9.48E+07,3020948,2750656,68.37,41.85,28.34,8225,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,7.49
2021-04-26T00:00:00Z,3.21E+07,47568,55244.143,573017,490,711.714,97064.798,143.709,166.899,1731.155,1.48,2.15,0.87,9762,29.492,37537,113.404,,,,112.316,994028,4.16E+08,1257.442,3.003,1240509,3.748,0.044,22.7,tests performed,2.31E+08,1.41E+08,9.59E+07,2107046,2741021,69,42.15,28.67,8196,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-04-27T00:00:00Z,3.22E+07,50836,53799.429,573671,654,684.857,97218.38,153.582,162.535,1733.131,1.976,2.069,0.87,9669,29.211,37195,112.371,,,,112.316,1568424,4.18E+08,1262.181,4.738,1241130,3.75,0.043,23.3,tests performed,2.32E+08,1.42E+08,9.67E+07,1639215,2717062,69.49,42.38,28.93,8124,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-04-28T00:00:00Z,3.22E+07,55150,52698.714,574639,968,700.286,97384.995,166.615,159.209,1736.056,2.924,2.116,0.87,9540,28.822,36881,111.422,,,,112.316,1572188,4.19E+08,1266.931,4.75,1230286,3.717,0.042,23.8,tests performed,2.35E+08,1.43E+08,9.80E+07,2231745,2669644,70.16,42.67,29.32,7982,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-04-29T00:00:00Z,3.23E+07,58251,51409.143,575516,877,687.143,97560.978,175.983,155.313,1738.705,2.65,2.076,0.87,9375,28.323,35986,108.718,,,,112.316,1414362,4.21E+08,1271.204,4.273,1219440,3.684,0.042,23.8,tests performed,2.37E+08,1.44E+08,9.97E+07,2721079,2630407,70.97,43,29.8,7865,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-04-30T00:00:00Z,3.24E+07,57919,50767.429,576265,749,683.143,97735.959,174.98,153.375,1740.968,2.263,2.064,0.87,9245,27.93,35354,106.809,,,,112.316,1309775,4.22E+08,1275.161,3.957,1205653,3.642,0.042,23.8,tests performed,2.40E+08,1.45E+08,1.01E+08,2799184,2548207,71.81,43.32,30.32,7619,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-05-01T00:00:00Z,3.24E+07,45391,49609.714,576980,715,678,97873.09,137.132,149.877,1743.128,2.16,2.048,0.87,9108,27.516,33994,102.7,,,,112.316,901629,4.23E+08,1277.884,2.724,1192713,3.603,0.041,24.4,tests performed,2.43E+08,1.46E+08,1.03E+08,3303794,2546144,72.8,43.73,30.92,7613,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-05-02T00:00:00Z,3.24E+07,29403,49216.857,577317,337,684.286,97961.921,88.83,148.69,1744.146,1.018,2.067,0.87,9078,27.426,33753,101.972,,,33772,102.029,520900,4.24E+08,1279.458,1.574,1183044,3.574,0.041,24.4,tests performed,2.46E+08,1.47E+08,1.05E+08,2127998,2418580,73.43,43.97,31.33,7232,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,7.91
2021-05-03T00:00:00Z,3.25E+07,50491,49634.429,577820,503,686.143,98114.46,152.54,149.952,1745.666,1.52,2.073,0.86,9214,27.837,33953,102.576,,,,102.029,891484,4.24E+08,1282.151,2.693,1168395,3.53,0.041,24.4,tests performed,2.47E+08,1.48E+08,1.06E+08,1188734,2287393,73.79,44.11,31.55,6839,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-05-04T00:00:00Z,3.25E+07,40723,48189.714,578694,874,717.571,98237.489,123.029,145.587,1748.306,2.64,2.168,0.84,9185,27.749,33739,101.93,,,,102.029,1417425,4.26E+08,1286.434,4.282,1146823,3.465,0.041,24.4,tests performed,2.48E+08,1.48E+08,1.06E+08,988846,2194483,74.08,44.22,31.75,6562,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-05-05T00:00:00Z,3.26E+07,44704,46697.429,579489,795,692.857,98372.546,135.056,141.079,1750.708,2.402,2.093,0.83,8959,27.066,33338,100.718,,,,102.029,1522724,4.27E+08,1291.034,4.6,1139757,3.443,0.04,25,tests performed,2.50E+08,1.49E+08,1.07E+08,1797771,2132487,74.62,44.42,32.1,6376,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-05-06T00:00:00Z,3.26E+07,47557,45169.714,580287,798,681.571,98516.221,143.676,136.463,1753.119,2.411,2.059,0.83,8838,26.701,32491,98.159,,,,102.029,1304136,4.29E+08,1294.974,3.94,1124010,3.396,0.039,25.6,tests performed,2.52E+08,1.49E+08,1.09E+08,2406932,2087608,75.34,44.69,32.57,6242,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-05-07T00:00:00Z,3.27E+07,48130,43771.286,581046,759,683,98661.628,145.407,132.238,1755.412,2.293,2.063,0.82,8651,26.136,31821,96.135,,,,102.029,1171771,4.30E+08,1298.514,3.54,1104296,3.336,0.038,26.3,tests performed,2.55E+08,1.50E+08,1.11E+08,2805581,2088522,76.18,44.98,33.15,6245,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-05-08T00:00:00Z,3.27E+07,33675,42097.571,581676,630,670.857,98763.364,101.736,127.182,1757.315,1.903,2.027,0.82,8472,25.595,30622,92.513,,,,102.029,849051,4.31E+08,1301.079,2.565,1096784,3.314,0.037,27,tests performed,2.57E+08,1.51E+08,1.13E+08,2567872,1983391,76.95,45.24,33.68,5930,56.94,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-05-09T00:00:00Z,3.27E+07,21427,40958.143,581925,249,658.286,98828.098,64.734,123.74,1758.068,0.752,1.989,0.82,8362,25.263,30141,91.06,,,30244,91.371,482659,4.31E+08,1302.537,1.458,1091321,3.297,0.035,28.6,tests performed,2.60E+08,1.52E+08,1.14E+08,2369784,2017931,77.66,45.48,34.16,6034,52.31,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,5.83
2021-05-10T00:00:00Z,3.27E+07,36798,39002,582338,413,645.429,98939.269,111.171,117.83,1759.315,1.248,1.95,0.81,8344,25.208,29979,90.57,,,,91.371,854429,4.32E+08,1305.119,2.581,1086028,3.281,0.035,28.6,tests performed,2.62E+08,1.53E+08,1.16E+08,1882392,2117025,78.22,45.69,34.54,6330,52.31,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-05-11T00:00:00Z,3.28E+07,33662,37993.286,583025,687,618.714,99040.966,101.697,114.782,1761.391,2.076,1.869,0.81,8301,25.078,29476,89.051,,,,91.371,1327196,4.33E+08,1309.128,4.01,1073138,3.242,0.034,29.4,tests performed,2.63E+08,1.53E+08,1.17E+08,1533180,2194787,78.68,45.88,34.86,6563,52.31,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-05-12T00:00:00Z,3.28E+07,35826,36725,583793,768,614.857,99149.201,108.235,110.951,1763.711,2.32,1.858,0.8,8117,24.522,29107,87.936,,,,91.371,1336702,4.35E+08,1313.167,4.038,1046563,3.162,0.033,30.3,tests performed,2.65E+08,1.54E+08,1.18E+08,1548283,2159146,79.14,46.04,35.18,6456,52.31,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-05-13T00:00:00Z,3.29E+07,38076,35370.571,584559,766,610.286,99264.233,115.032,106.859,1766.025,2.314,1.844,0.81,7919,23.924,28166,85.093,,,,91.371,1189434,4.36E+08,1316.76,3.593,1030177,3.112,0.033,30.3,tests performed,2.67E+08,1.55E+08,1.19E+08,1915642,2088962,79.71,46.23,35.58,6246,52.31,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-05-14T00:00:00Z,3.29E+07,42260,34532,585216,657,595.714,99391.906,127.673,104.325,1768.01,1.985,1.8,0.81,7630,23.051,27410,82.809,,,,91.371,1080466,4.37E+08,1320.024,3.264,1017134,3.073,0.032,31.2,tests performed,2.68E+08,1.55E+08,1.20E+08,1842180,1951333,80.26,46.42,35.96,5835,52.31,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-05-15T00:00:00Z,3.29E+07,28857,33843.714,585715,499,577,99479.087,87.181,102.246,1769.518,1.508,1.743,0.81,7410,22.387,26170,79.063,,,,91.371,785223,4.38E+08,1322.396,2.372,1008016,3.045,0.031,32.3,tests performed,2.71E+08,1.56E+08,1.22E+08,2393676,1926448,80.98,46.71,36.41,5760,52.31,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
2021-05-16T00:00:00Z,3.29E+07,16875,33193.429,585992,277,581,99530.068,50.981,100.281,1770.354,0.837,1.755,0.81,7271,21.967,25634,77.443,,,25868,78.15,452335,4.38E+08,1323.763,1.367,1003684,3.032,0.03,33.3,tests performed,2.73E+08,1.57E+08,1.23E+08,2093069,1886917,81.61,46.98,36.78,5642,52.31,3.31E+08,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,5.97
